Zeit,PV(W),SOC(%),Batterie(W),Zähler(W),Last(W)
2023-01-17 12:10:00,10626.76,100,96.12,10596,126.88
2023-01-17 12:15:00,10622.62,100,96.12,10599,119.74
2023-01-17 12:20:00,10699.95,100,96.12,10655,141.07
2023-01-17 12:25:00,10682.3,100,96.12,10657,121.42
2023-01-17 12:30:00,10669.8,100,96.12,10631,134.92
2023-01-17 12:35:00,10713.59,100,96.12,10690,119.71
2023-01-17 12:40:00,10732.32,100,64.08,10679,117.4
2023-01-17 12:45:00,10696.18,100,64.08,10544,216.26
2023-01-17 12:50:00,10718.01,100,64.08,10590,192.09
2023-01-17 12:55:00,10706.14,100,96.12,10525,277.26
2023-01-17 13:00:00,10591.42,100,64.08,10451,204.5
2023-01-17 13:05:00,10814.32,100,64.08,10681,197.4
2023-01-17 13:10:00,11056.98,100,64.08,10933,188.06
2023-01-17 13:15:00,11023.49,100,64.08,10935,152.57
2023-01-17 13:20:00,8863.12,100,96.12,8734,225.24
2023-01-17 13:25:00,10422.24,100,96.12,10341,177.36
2023-01-17 13:30:00,11078.02,100,96.12,10991,183.14
2023-01-17 13:35:00,10835.08,100,96.12,10728,203.2
2023-01-17 13:40:00,10509.44,100,96.12,10491,114.56
2023-01-17 13:45:00,10899.08,100,64.06,10863,100.14
2023-01-17 13:50:00,9168.52,100,96.09,9081,183.61
2023-01-17 13:55:00,9920.72,100,64.06,9856,128.78
2023-01-17 14:00:00,11143.15,100,64.06,11085,122.21
2023-01-17 14:05:00,8900.25,100,96.09,8804,192.34
2023-01-17 14:10:00,11040.04,100,96.09,10951,185.13
2023-01-17 14:15:00,10977.54,100,64.06,10939,102.6
2023-01-17 14:20:00,10499.4,100,64.06,10460,103.46
2023-01-17 14:25:00,10556.12,100,96.09,10571,81.21
2023-01-17 14:30:00,10344.82,100,64.06,10389,19.88
2023-01-17 14:35:00,10085.9,100,96.09,10118,63.99
2023-01-17 14:40:00,9803.94,100,96.09,9486,414.03
2023-01-17 14:45:00,9492.24,100,64.06,9502,54.3
2023-01-17 14:50:00,9262.24,100,96.09,9293,65.33
2023-01-17 14:55:00,9001.3,100,96.09,9019,78.39
2023-01-17 15:00:00,8797.74,100,64.06,8812,49.8
2023-01-17 15:05:00,8513.22,100,96.09,8555,54.31
2023-01-17 15:10:00,8261.72,100,64.06,8393,0.0
2023-01-17 15:15:00,8065.94,100,96.09,8286,0.0
2023-01-17 15:20:00,7845.06,100,96.09,8001,0.0
2023-01-17 15:25:00,7687.02,100,64.06,7871,0.0
2023-01-17 15:30:00,7494.68,100,64.06,7701,0.0
2023-01-17 15:35:00,7363.1,100,96.09,7532,0.0
2023-01-17 15:40:00,7167.7,100,64.06,7403,0.0
2023-01-17 15:45:00,6952.5,100,96.09,7201,0.0
2023-01-17 15:50:00,6721.0,100,96.09,6973,0.0
2023-01-17 15:55:00,6630.94,100,96.09,6863,0.0
2023-01-17 16:00:00,6432.2,100,96.09,6715,0.0
2023-01-17 16:05:00,3433.7,100,96.09,3740,0.0
2023-01-17 16:10:00,1473.29,100,96.09,1736,0.0
2023-01-17 16:15:00,459.48,100,96.09,658,0.0
2023-01-17 16:20:00,325.14,100,128.12,469,0.0
2023-01-17 16:25:00,354.28,100,128.12,439,43.4
2023-01-17 16:30:00,402.27,100,128.12,477,53.39
2023-01-17 16:35:00,539.82,100,128.12,579,88.94
2023-01-17 16:40:00,610.2,100,96.09,664,42.29
2023-01-17 16:45:00,598.02,100,96.09,523,171.11
2023-01-17 16:50:00,675.57,100,96.09,577,194.66
2023-01-17 16:55:00,671.3,100,96.09,604,163.39
2023-01-17 17:00:00,756.8,100,96.09,701,151.89
2023-01-17 17:05:00,770.4,100,96.06,787,79.46
2023-01-17 17:10:00,857.52,100,96.06,861,92.58
2023-01-17 17:15:00,936.2,100,64.04,910,90.24
2023-01-17 17:20:00,949.8,100,96.06,946,99.86
2023-01-17 17:25:00,946.2,100,96.06,976,66.26
2023-01-17 17:30:00,887.76,100,64.04,943,8.8
2023-01-17 17:35:00,772.16,100,96.06,842,26.22
2023-01-17 17:40:00,665.91,100,64.04,727,2.95
2023-01-17 17:45:00,511.69,100,96.06,545,62.75
2023-01-17 17:50:00,331.71,100,96.06,416,11.77
2023-01-17 17:55:00,188.32,100,96.06,290,0.0
2023-01-17 18:00:00,96.37,100,96.06,191,1.43
2023-01-17 18:05:00,45.76,100,64.04,128,0.0
2023-01-17 18:10:00,0.0,100,64.04,64,0.04
2023-01-17 18:15:00,0.0,100,96.06,41,55.06
2023-01-17 18:20:00,0.0,100,96.06,75,21.06
2023-01-17 18:25:00,0.0,100,64.04,61,3.04
2023-01-17 18:30:00,0.0,100,64.04,-63,127.04
2023-01-17 18:35:00,0.0,100,64.04,-87,151.04
2023-01-17 18:40:00,0.0,100,64.04,-99,163.04
2023-01-17 18:45:00,0.0,100,64.04,-121,185.04
2023-01-17 18:50:00,0.0,100,64.04,-128,192.04
2023-01-17 18:55:00,0.0,100,64.04,-139,203.04
2023-01-17 19:00:00,0.0,100,64.04,-154,218.04
2023-01-17 19:05:00,0.0,100,223.65,-4,227.65
2023-01-17 19:10:00,0.0,100,223.23,-18,241.23
2023-01-17 19:15:00,0.0,100,223.16,-6,229.16
2023-01-17 19:20:00,0.0,99,254.88,15,239.88
2023-01-17 19:25:00,0.0,99,254.8,-7,261.8
2023-01-17 19:30:00,0.0,99,254.8,13,241.8
2023-01-17 19:35:00,0.0,99,254.8,-13,267.8
2023-01-17 19:40:00,0.0,99,254.8,10,244.8
2023-01-17 19:45:00,0.0,99,254.8,12,242.8
2023-01-17 19:50:00,0.0,98,254.8,14,240.8
2023-01-17 19:55:00,0.0,98,254.8,17,237.8
2023-01-17 20:00:00,0.0,98,286.65,24,262.65
2023-01-17 20:05:00,0.0,98,254.88,14,240.88
2023-01-17 20:10:00,0.0,98,254.88,2,252.88
2023-01-17 20:15:00,0.0,98,254.88,-12,266.88
2023-01-17 20:20:00,0.0,97,254.88,12,242.88
2023-01-17 20:25:00,0.0,97,254.88,-10,264.88
2023-01-17 20:30:00,0.0,97,254.88,11,243.88
2023-01-17 20:35:00,0.0,97,286.74,16,270.74
2023-01-17 20:40:00,0.0,97,286.74,29,257.74
2023-01-17 20:45:00,0.0,97,350.24,17,333.24
2023-01-17 20:50:00,0.0,97,350.02,21,329.02
2023-01-17 20:55:00,0.0,96,350.13,-13,363.13
2023-01-17 21:00:00,0.0,96,286.47,-31,317.47
2023-01-17 21:05:00,0.0,96,350.13,-22,372.13
2023-01-17 21:10:00,0.0,96,318.3,9,309.3
2023-01-17 21:15:00,0.0,95,350.13,13,337.13
2023-01-17 21:20:00,0.0,95,318.3,-21,339.3
2023-01-17 21:25:00,0.0,95,350.13,10,340.13
2023-01-17 21:30:00,0.0,95,318.3,-7,325.3
2023-01-17 21:35:00,0.0,95,318.3,-36,354.3
2023-01-17 21:40:00,0.0,95,350.13,16,334.13
2023-01-17 21:45:00,0.0,94,318.3,14,304.3
2023-01-17 21:50:00,0.0,94,350.13,8,342.13
2023-01-17 21:55:00,0.0,94,318.3,17,301.3
2023-01-17 22:00:00,0.0,94,381.96,17,364.96
2023-01-17 22:05:00,0.0,93,318.3,-9,327.3
2023-01-17 22:10:00,0.0,93,350.13,25,325.13
2023-01-17 22:15:00,0.0,93,350.13,32,318.13
2023-01-17 22:20:00,0.0,93,286.65,-11,297.65
2023-01-17 22:25:00,0.0,93,286.65,12,274.65
2023-01-17 22:30:00,0.0,93,286.65,13,273.65
2023-01-17 22:35:00,0.0,93,286.65,11,275.65
2023-01-17 22:40:00,0.0,92,286.74,-14,300.74
2023-01-17 22:45:00,0.0,92,286.74,14,272.74
2023-01-17 22:50:00,0.0,92,286.65,10,276.65
2023-01-17 22:55:00,0.0,92,286.65,-12,298.65
2023-01-17 23:00:00,0.0,92,254.8,5,249.8
2023-01-17 23:05:00,0.0,91,286.65,-13,299.65
2023-01-17 23:10:00,0.0,91,318.5,11,307.5
2023-01-17 23:15:00,0.0,91,318.5,16,302.5
2023-01-17 23:20:00,0.0,91,286.65,-10,296.65
2023-01-17 23:25:00,0.0,91,286.65,-16,302.65
2023-01-17 23:30:00,0.0,91,286.65,-15,301.65
2023-01-17 23:35:00,0.0,90,286.65,7,279.65
2023-01-17 23:40:00,0.0,90,286.65,-12,298.65
2023-01-17 23:45:00,0.0,90,318.4,18,300.4
2023-01-17 23:50:00,0.0,90,381.84,24,357.84
2023-01-17 23:55:00,0.0,90,603.44,12,591.44
2023-01-18 00:00:00,0.0,90,571.5,14,557.5
2023-01-18 00:05:00,0.0,89,571.32,-11,582.32
2023-01-18 00:10:00,0.0,89,571.32,-10,581.32
2023-01-18 00:15:00,0.0,88,603.25,12,591.25
2023-01-18 00:20:00,0.0,88,603.25,-20,623.25
2023-01-18 00:25:00,0.0,87,539.92,-14,553.92
2023-01-18 00:30:00,0.0,87,540.09,-12,552.09
2023-01-18 00:35:00,0.0,87,540.09,-18,558.09
2023-01-18 00:40:00,0.0,86,635.0,7,628.0
2023-01-18 00:45:00,0.0,86,634.8,22,612.8
2023-01-18 00:50:00,0.0,85,634.8,-18,652.8
2023-01-18 00:55:00,0.0,85,571.32,-25,596.32
2023-01-18 01:00:00,0.0,84,634.8,27,607.8
2023-01-18 01:05:00,0.0,84,603.06,-13,616.06
2023-01-18 01:10:00,0.0,83,539.92,-18,557.92
2023-01-18 01:15:00,0.0,83,571.68,24,547.68
2023-01-18 01:20:00,0.0,83,571.68,18,553.68
2023-01-18 01:25:00,0.0,82,571.68,7,564.68
2023-01-18 01:30:00,0.0,82,571.68,17,554.68
2023-01-18 01:35:00,0.0,82,571.5,14,557.5
2023-01-18 01:40:00,0.0,81,571.5,26,545.5
2023-01-18 01:45:00,0.0,81,571.5,-5,576.5
2023-01-18 01:50:00,0.0,81,539.75,-7,546.75
2023-01-18 01:55:00,0.0,81,602.87,-10,612.87
2023-01-18 02:00:00,0.0,80,634.4,18,616.4
2023-01-18 02:05:00,0.0,79,602.68,-16,618.68
2023-01-18 02:10:00,0.0,79,602.49,17,585.49
2023-01-18 02:15:00,0.0,79,602.49,-13,615.49
2023-01-18 02:20:00,0.0,78,602.3,-11,613.3
2023-01-18 02:25:00,0.0,78,507.52,14,493.52
2023-01-18 02:30:00,0.0,77,507.52,-25,532.52
2023-01-18 02:35:00,0.0,77,539.07,15,524.07
2023-01-18 02:40:00,0.0,77,507.36,-14,521.36
2023-01-18 02:45:00,0.0,76,507.2,-25,532.2
2023-01-18 02:50:00,0.0,76,507.2,-10,517.2
2023-01-18 02:55:00,0.0,76,538.73,24,514.73
2023-01-18 03:00:00,0.0,75,538.73,9,529.73
2023-01-18 03:05:00,0.0,75,506.88,9,497.88
2023-01-18 03:10:00,0.0,75,506.72,34,472.72
2023-01-18 03:15:00,0.0,74,475.05,-17,492.05
2023-01-18 03:20:00,0.0,74,475.05,-6,481.05
2023-01-18 03:25:00,0.0,74,474.9,-13,487.9
2023-01-18 03:30:00,0.0,73,474.75,-11,485.75
2023-01-18 03:35:00,0.0,73,474.6,11,463.6
2023-01-18 03:40:00,0.0,72,506.24,7,499.24
2023-01-18 03:45:00,0.0,72,442.68,-13,455.68
2023-01-18 03:50:00,0.0,72,474.15,12,462.15
2023-01-18 03:55:00,0.0,72,473.85,-31,504.85
2023-01-18 04:00:00,0.0,71,505.28,16,489.28
2023-01-18 04:05:00,0.0,71,473.4,-13,486.4
2023-01-18 04:10:00,0.0,70,473.25,-7,480.25
2023-01-18 04:15:00,0.0,70,473.1,-13,486.1
2023-01-18 04:20:00,0.0,70,473.1,-14,487.1
2023-01-18 04:25:00,0.0,70,472.95,7,465.95
2023-01-18 04:30:00,0.0,69,504.32,10,494.32
2023-01-18 04:35:00,0.0,69,472.65,-16,488.65
2023-01-18 04:40:00,0.0,69,504.16,8,496.16
2023-01-18 04:45:00,0.0,68,534.99,-27,561.99
2023-01-18 04:50:00,0.0,68,597.74,21,576.74
2023-01-18 04:55:00,0.0,68,597.74,15,582.74
2023-01-18 05:00:00,0.0,67,566.1,-20,586.1
2023-01-18 05:05:00,0.0,67,566.1,18,548.1
2023-01-18 05:10:00,0.0,66,534.48,-20,554.48
2023-01-18 05:15:00,0.0,66,534.48,-19,553.48
2023-01-18 05:20:00,0.0,66,534.65,13,521.65
2023-01-18 05:25:00,0.0,65,377.76,20,357.76
2023-01-18 05:30:00,0.0,65,346.28,10,336.28
2023-01-18 05:35:00,51.89,65,63.1,-29,143.99
2023-01-18 05:40:00,198.58,65,94.74,94,199.32
2023-01-18 05:45:00,205.26,65,94.77,133,167.03
2023-01-18 05:50:00,246.61,65,94.8,129,212.41
2023-01-18 05:55:00,243.14,65,94.83,177,160.97
2023-01-18 06:00:00,304.08,65,-94.95,-7,216.13
2023-01-18 06:05:00,406.32,65,-190.32,19,197.0
2023-01-18 06:10:00,408.8,65,-190.62,-4,222.18
2023-01-18 06:15:00,455.54,65,-222.67,19,213.87
2023-01-18 06:20:00,608.28,66,-478.35,-8,137.93
2023-01-18 06:25:00,869.21,66,-736.69,4,128.52
2023-01-18 06:30:00,1089.99,67,-963.9,9,117.09
2023-01-18 06:35:00,1196.15,67,-1094.12,-5,107.03
2023-01-18 06:40:00,1582.08,69,-1485.34,11,85.74
2023-01-18 06:45:00,1780.41,70,-1683.76,-9,105.65
2023-01-18 06:50:00,1989.2,72,-1916.32,-22,94.88
2023-01-18 06:55:00,1907.98,72,-1850.79,13,44.19
2023-01-18 07:00:00,1731.87,74,-1622.0,-32,141.87
2023-01-18 07:05:00,1911.59,75,-1753.38,-4,162.21
2023-01-18 07:10:00,1898.26,76,-1753.38,8,136.88
2023-01-18 07:15:00,1837.82,78,-1687.92,-4,153.9
2023-01-18 07:20:00,2467.23,80,-2279.2,0,188.03
2023-01-18 07:25:00,2487.31,81,-2246.64,-21,261.67
2023-01-18 07:30:00,2616.9,83,-2412.4,-28,232.5
2023-01-18 07:35:00,2666.48,84,-2445.75,-12,232.73
2023-01-18 07:40:00,2621.78,86,-2381.26,7,233.52
2023-01-18 07:45:00,2404.93,89,-2185.54,-3,222.39
2023-01-18 07:50:00,2258.55,90,-1956.6,-16,317.95
2023-01-18 07:55:00,2125.36,91,-1860.48,-14,278.88
2023-01-18 08:00:00,2165.27,93,-1829.52,-18,353.75
2023-01-18 08:05:00,2323.41,95,-1605.24,352,366.17
2023-01-18 08:10:00,2409.33,99,-1610.14,466,333.19
2023-01-18 08:15:00,2446.17,99,-1617.0,447,382.17
2023-01-18 08:20:00,2399.76,100,129.6,2266,263.36
2023-01-18 08:25:00,2388.34,100,128.88,2192,325.22
2023-01-18 08:30:00,2633.0,100,128.64,2446,315.64
2023-01-18 08:35:00,2609.49,100,128.52,2305,433.01
2023-01-18 08:40:00,2857.44,100,128.48,2559,426.92
2023-01-18 08:45:00,3105.98,100,160.55,2825,441.53
2023-01-18 08:50:00,3302.1,100,160.5,3026,436.6
2023-01-18 08:55:00,3460.44,100,128.4,3197,391.84
2023-01-18 09:00:00,3554.24,100,160.5,1322,2392.74
2023-01-18 09:05:00,3699.11,100,128.36,3554,273.47
2023-01-18 09:10:00,3878.04,100,128.36,3606,400.4
2023-01-18 09:15:00,3872.4,100,128.32,3634,366.72
2023-01-18 09:20:00,3801.82,100,160.4,3616,346.22
2023-01-18 09:25:00,3679.22,100,128.32,3528,279.54
2023-01-18 09:30:00,3464.9,100,128.32,3280,313.22
2023-01-18 09:35:00,3663.38,100,128.32,3369,422.7
2023-01-18 09:40:00,3641.99,100,160.4,3364,438.39
2023-01-18 09:45:00,3652.19,100,128.28,3370,410.47
2023-01-18 09:50:00,3782.81,100,128.28,3507,404.09
2023-01-18 09:55:00,3968.92,100,96.21,3713,352.13
2023-01-18 10:00:00,4118.43,100,128.28,3790,456.71
2023-01-18 10:05:00,4149.54,100,96.21,3864,381.75
2023-01-18 10:10:00,4121.36,100,96.21,3869,348.57
2023-01-18 10:15:00,4341.22,100,96.21,4035,402.43
2023-01-18 10:20:00,4428.77,100,96.18,4199,325.95
2023-01-18 10:25:00,6703.96,100,96.18,6410,390.14
2023-01-18 10:30:00,7164.19,100,128.24,6523,769.43
2023-01-18 10:35:00,7519.8,100,128.24,6965,683.04
2023-01-18 10:40:00,7722.0,100,128.24,7219,631.24
2023-01-18 10:45:00,8186.93,100,160.3,7715,632.23
2023-01-18 10:50:00,8540.28,100,128.24,8017,651.52
2023-01-18 10:55:00,8761.7,100,128.24,8306,583.94
2023-01-18 11:00:00,9135.62,100,160.3,8842,453.92
2023-01-18 11:05:00,9324.0,100,128.24,8991,461.24
2023-01-18 11:10:00,9491.9,100,128.2,9149,471.1
2023-01-18 11:15:00,9657.91,100,128.2,7285,2501.11
2023-01-18 11:20:00,9815.76,100,128.2,9589,354.96
2023-01-18 11:25:00,10117.46,100,128.2,9741,504.66
2023-01-18 11:30:00,10484.87,100,96.15,8091,2490.02
2023-01-18 11:35:00,10573.62,100,96.15,10223,446.77
2023-01-18 11:40:00,10566.98,100,128.2,10128,567.18
2023-01-18 11:45:00,10609.56,100,96.15,10259,446.71
2023-01-18 11:50:00,10772.69,100,96.15,10460,408.84
2023-01-18 11:55:00,10865.16,100,96.15,10511,450.31
2023-01-18 12:00:00,10818.28,100,96.15,10404,510.43
2023-01-18 12:05:00,10957.82,100,64.1,10522,499.92
2023-01-18 12:10:00,10856.37,100,96.15,10416,536.52
2023-01-18 12:15:00,10932.34,100,96.15,10578,450.49
2023-01-18 12:20:00,10977.65,100,64.1,10488,553.75
2023-01-18 12:25:00,10889.29,100,96.15,10332,653.44
2023-01-18 12:30:00,10934.4,100,64.08,10371,627.48
2023-01-18 12:35:00,10774.71,100,64.08,10248,590.79
2023-01-18 12:40:00,10914.68,100,96.12,10302,708.8
2023-01-18 12:45:00,10810.65,100,96.12,10289,617.77
2023-01-18 12:50:00,10813.22,100,96.12,10389,520.34
2023-01-18 12:55:00,10828.3,100,96.12,10233,691.42
2023-01-18 13:00:00,10793.65,100,96.12,10328,561.77
2023-01-18 13:05:00,10676.49,100,64.08,10283,457.57
2023-01-18 13:10:00,10621.3,100,64.08,10262,423.38
2023-01-18 13:15:00,10688.23,100,64.08,9967,785.31
2023-01-18 13:20:00,10463.93,100,64.08,10008,520.01
2023-01-18 13:25:00,10453.96,100,64.08,10058,460.04
2023-01-18 13:30:00,10439.23,100,64.08,10005,498.31
2023-01-18 13:35:00,10334.85,100,96.12,9944,486.97
2023-01-18 13:40:00,10272.66,100,64.08,9869,467.74
2023-01-18 13:45:00,10167.02,100,64.08,9784,447.1
2023-01-18 13:50:00,9953.9,100,64.08,9525,492.98
2023-01-18 13:55:00,10020.96,100,64.08,9648,437.04
2023-01-18 14:00:00,9934.6,100,32.04,9570,396.64
2023-01-18 14:05:00,9804.6,100,128.16,9528,404.76
2023-01-18 14:10:00,9452.31,100,64.08,9144,372.39
2023-01-18 14:15:00,9619.05,100,96.09,9364,351.14
2023-01-18 14:20:00,9536.19,100,96.09,9326,306.28
2023-01-18 14:25:00,9456.72,100,96.09,9158,394.81
2023-01-18 14:30:00,9250.44,100,96.09,8892,454.53
2023-01-18 14:35:00,9076.71,100,96.09,8663,509.8
2023-01-18 14:40:00,9006.38,100,96.09,6340,2762.47
2023-01-18 14:45:00,8848.05,100,96.09,8368,576.14
2023-01-18 14:50:00,8723.05,100,96.09,6030,2789.14
2023-01-18 14:55:00,8567.18,100,96.09,7970,693.27
2023-01-18 15:00:00,8534.64,100,96.09,7780,850.73
2023-01-18 15:05:00,8336.71,100,96.09,7584,848.8
2023-01-18 15:10:00,8052.33,100,96.09,7483,665.42
2023-01-18 15:15:00,7879.73,100,96.09,7281,694.82
2023-01-18 15:20:00,7689.81,100,96.09,7148,637.9
2023-01-18 15:25:00,7511.92,100,96.09,6961,647.01
2023-01-18 15:30:00,7363.54,100,128.12,6882,609.66
2023-01-18 15:35:00,7181.02,100,128.12,6723,586.14
2023-01-18 15:40:00,6986.35,100,128.12,6549,565.47
2023-01-18 15:45:00,6950.72,100,96.09,6484,562.81
2023-01-18 15:50:00,6665.9,100,128.12,6228,566.02
2023-01-18 15:55:00,6439.3,100,96.09,6114,421.39
2023-01-18 16:00:00,6336.76,100,128.12,5725,739.88
2023-01-18 16:05:00,6101.09,100,128.12,5494,735.21
2023-01-18 16:10:00,5906.7,100,128.12,5210,824.82
2023-01-18 16:15:00,5754.39,100,96.09,5406,444.48
2023-01-18 16:20:00,5595.07,100,128.12,5297,426.19
2023-01-18 16:25:00,5397.28,100,128.12,4866,659.4
2023-01-18 16:30:00,5185.58,100,128.12,4585,728.7
2023-01-18 16:35:00,4989.32,100,160.15,4592,557.47
2023-01-18 16:40:00,4756.44,100,160.15,4301,615.59
2023-01-18 16:45:00,4606.13,100,128.12,4140,594.25
2023-01-18 16:50:00,4340.12,100,128.12,3783,685.24
2023-01-18 16:55:00,4128.92,100,128.12,3559,698.04
2023-01-18 17:00:00,3916.5,100,128.12,3330,714.62
2023-01-18 17:05:00,3709.18,100,160.15,3017,852.33
2023-01-18 17:10:00,3483.42,100,128.12,2982,629.54
2023-01-18 17:15:00,3265.37,100,128.12,2756,637.49
2023-01-18 17:20:00,3002.36,100,96.09,2645,453.45
2023-01-18 17:25:00,2793.71,100,160.15,2277,676.86
2023-01-18 17:30:00,2718.47,100,160.1,2206,672.57
2023-01-18 17:35:00,2487.73,100,480.3,106,2862.03
2023-01-18 17:40:00,2267.22,100,159.6,1605,821.82
2023-01-18 17:45:00,2009.36,100,159.75,1470,699.11
2023-01-18 17:50:00,1863.71,100,924.23,-24,2811.94
2023-01-18 17:55:00,1618.52,100,159.55,1108,670.07
2023-01-18 18:00:00,1393.42,100,127.76,877,644.18
2023-01-18 18:05:00,1200.42,100,127.8,727,601.22
2023-01-18 18:10:00,983.6,100,95.88,469,610.48
2023-01-18 18:15:00,829.66,100,127.88,381,576.54
2023-01-18 18:20:00,696.85,100,127.92,160,664.77
2023-01-18 18:25:00,518.53,99,127.52,127,519.05
2023-01-18 18:30:00,427.72,99,255.2,58,624.92
2023-01-18 18:35:00,289.92,99,255.12,19,526.04
2023-01-18 18:40:00,193.72,99,445.9,12,627.62
2023-01-18 18:45:00,97.7,98,381.96,-33,512.66
2023-01-18 18:50:00,0.0,98,381.72,-40,421.72
2023-01-18 18:55:00,0.0,98,731.17,151,580.17
2023-01-18 19:00:00,0.0,97,699.38,80,619.38
2023-01-18 19:05:00,0.0,97,1143.36,140,1003.36
2023-01-18 19:10:00,0.0,97,666.96,-77,743.96
2023-01-18 19:15:00,0.0,96,666.75,-84,750.75
2023-01-18 19:20:00,0.0,95,825.24,-175,1000.24
2023-01-18 19:25:00,0.0,94,762.0,-49,811.0
2023-01-18 19:30:00,0.0,94,1143.0,205,938.0
2023-01-18 19:35:00,0.0,93,856.98,-36,892.98
2023-01-18 19:40:00,0.0,92,762.0,15,747.0
2023-01-18 19:45:00,0.0,92,1047.09,40,1007.09
2023-01-18 19:50:00,0.0,91,1363.1,92,1271.1
2023-01-18 19:55:00,0.0,90,793.5,-14,807.5
2023-01-18 20:00:00,0.0,90,1078.14,20,1058.14
2023-01-18 20:05:00,0.0,89,1203.08,-137,1340.08
2023-01-18 20:10:00,0.0,88,888.16,-9,897.16
2023-01-18 20:15:00,0.0,86,791.5,19,772.5
2023-01-18 20:20:00,0.0,86,920.17,18,902.17
2023-01-18 20:25:00,0.0,84,2828.7,3,2825.7
2023-01-18 20:30:00,0.0,83,793.25,46,747.25
2023-01-18 20:35:00,0.0,83,698.5,-28,726.5
2023-01-18 20:40:00,0.0,82,634.6,-14,648.6
2023-01-18 20:45:00,0.0,81,698.72,-12,710.72
2023-01-18 20:50:00,0.0,81,794.0,39,755.0
2023-01-18 20:55:00,0.0,80,603.82,54,549.82
2023-01-18 21:00:00,0.0,80,698.94,-17,715.94
2023-01-18 21:05:00,0.0,79,667.17,39,628.17
2023-01-18 21:10:00,0.0,78,570.42,-10,580.42
2023-01-18 21:15:00,0.0,78,603.25,-81,684.25
2023-01-18 21:20:00,0.0,77,539.92,-11,550.92
2023-01-18 21:25:00,0.0,77,477.0,36,441.0
2023-01-18 21:30:00,0.0,77,445.06,19,426.06
2023-01-18 21:35:00,0.0,77,635.4,173,462.4
2023-01-18 21:40:00,0.0,76,635.8,41,594.8
2023-01-18 21:45:00,0.0,76,381.48,-3,384.48
2023-01-18 21:50:00,0.0,75,540.09,21,519.09
2023-01-18 21:55:00,0.0,75,571.68,5,566.68
2023-01-18 22:00:00,0.0,75,666.96,84,582.96
2023-01-18 22:05:00,0.0,75,381.12,-11,392.12
2023-01-18 22:10:00,0.0,74,602.87,-7,609.87
2023-01-18 22:15:00,0.0,74,539.24,31,508.24
2023-01-18 22:20:00,0.0,73,697.18,17,680.18
2023-01-18 22:25:00,0.0,73,507.36,6,501.36
2023-01-18 22:30:00,0.0,73,601.73,11,590.73
2023-01-18 22:35:00,0.0,72,664.44,0,664.44
2023-01-18 22:40:00,0.0,72,475.05,-1,476.05
2023-01-18 22:45:00,0.0,71,443.38,-7,450.38
2023-01-18 22:50:00,0.0,71,443.24,-4,447.24
2023-01-18 22:55:00,0.0,71,474.75,1,473.75
2023-01-18 23:00:00,0.0,71,474.45,9,465.45
2023-01-18 23:05:00,0.0,70,474.3,-7,481.3
2023-01-18 23:10:00,0.0,70,474.15,3,471.15
2023-01-18 23:15:00,0.0,69,473.85,-6,479.85
2023-01-18 23:20:00,0.0,69,473.7,7,466.7
2023-01-18 23:25:00,0.0,69,441.98,12,429.98
2023-01-18 23:30:00,0.0,68,567.72,-6,573.72
2023-01-18 23:35:00,0.0,68,567.54,-1,568.54
2023-01-18 23:40:00,0.0,68,567.18,-3,570.18
2023-01-18 23:45:00,0.0,67,535.67,-19,554.67
2023-01-18 23:50:00,0.0,67,567.0,16,551.0
2023-01-18 23:55:00,0.0,66,566.82,-18,584.82
2023-01-19 00:00:00,0.0,66,566.82,10,556.82
2023-01-19 00:05:00,0.0,66,535.16,-8,543.16
2023-01-19 00:10:00,0.0,65,566.46,-9,575.46
2023-01-19 00:15:00,0.0,65,566.46,13,553.46
2023-01-19 00:20:00,0.0,64,566.28,-13,579.28
2023-01-19 00:25:00,0.0,64,566.28,-4,570.28
2023-01-19 00:30:00,0.0,64,566.1,-12,578.1
2023-01-19 00:35:00,0.0,63,597.55,16,581.55
2023-01-19 00:40:00,0.0,63,565.92,-3,568.92
2023-01-19 00:45:00,0.0,62,565.92,-2,567.92
2023-01-19 00:50:00,0.0,62,565.92,-7,572.92
2023-01-19 00:55:00,0.0,61,565.92,-20,585.92
2023-01-19 01:00:00,0.0,61,565.74,5,560.74
2023-01-19 01:05:00,0.0,61,565.74,-12,577.74
2023-01-19 01:10:00,0.0,60,471.6,-12,483.6
2023-01-19 01:15:00,0.0,60,471.6,-3,474.6
2023-01-19 01:20:00,0.0,60,503.04,1,502.04
2023-01-19 01:25:00,0.0,59,503.04,13,490.04
2023-01-19 01:30:00,0.0,59,503.04,-2,505.04
2023-01-19 01:35:00,0.0,59,503.04,11,492.04
2023-01-19 01:40:00,0.0,59,503.04,-1,504.04
2023-01-19 01:45:00,0.0,58,503.04,5,498.04
2023-01-19 01:50:00,0.0,58,502.88,5,497.88
2023-01-19 01:55:00,0.0,57,502.88,-1,503.88
2023-01-19 02:00:00,0.0,57,471.45,17,454.45
2023-01-19 02:05:00,0.0,57,471.45,-7,478.45
2023-01-19 02:10:00,0.0,57,471.45,-6,477.45
2023-01-19 02:15:00,0.0,56,471.45,9,462.45
2023-01-19 02:20:00,0.0,56,440.02,6,434.02
2023-01-19 02:25:00,0.0,55,471.3,-7,478.3
2023-01-19 02:30:00,0.0,55,471.3,-2,473.3
2023-01-19 02:35:00,0.0,55,471.3,3,468.3
